sym,time,open,high,low,close,volume
BTCUSD,2019-10-07D04:00:00.000000000,7859.79,7916.26,7762.35,7873.54,1746.118
BTCUSD,2019-10-07D08:00:00.000000000,7871.89,7891.38,7804,7870.33,521.2826
BTCUSD,2019-10-07D12:00:00.000000000,7872.6,8060.53,7872.6,7991.77,1151.26
BTCUSD,2019-10-07D16:00:00.000000000,7991.77,8246,7991.12,8195,2736.734
BTCUSD,2019-10-07D20:00:00.000000000,8195,8310.57,8160,8227.22,2519.702
BTCUSD,2019-10-08D00:00:00.000000000,8227.21,8270,8196.57,8209,1337.058
BTCUSD,2019-10-08D04:00:00.000000000,8208.99,8342.97,8208.99,8280.92,1186.611
BTCUSD,2019-10-08D08:00:00.000000000,8280.93,8300,8210.98,8218.95,505.261
BTCUSD,2019-10-08D12:00:00.000000000,8218.95,8219.16,8151.84,8184.39,1014.577
BTCUSD,2019-10-08D16:00:00.000000000,8183.18,8250,8150,8191.44,1174.798
BTCUSD,2019-10-08D20:00:00.000000000,8191.44,8211.12,8162.07,8169,806.6584
BTCUSD,2019-10-09D00:00:00.000000000,8169,8220.64,8107.26,8180,1169.642
BTCUSD,2019-10-09D04:00:00.000000000,8180,8210,8126.07,8127,949.1868
BTCUSD,2019-10-09D08:00:00.000000000,8127,8190.83,8121,8173.42,502.7446
BTCUSD,2019-10-09D12:00:00.000000000,8173.41,8245,8155.47,8193.65,1429.709
BTCUSD,2019-10-09D16:00:00.000000000,8193.65,8712.45,8162.02,8570.85,6669.503
BTCUSD,2019-10-09D20:00:00.000000000,8570.64,8695.25,8516.75,8605.95,3255.057
BTCUSD,2019-10-10D00:00:00.000000000,8607.05,8638.28,8532.7,8590,1654.582
BTCUSD,2019-10-10D04:00:00.000000000,8590.01,8618.83,8530.86,8568.91,1253.275
BTCUSD,2019-10-10D08:00:00.000000000,8569.9,8660,8558.42,8622.78,1117.925
BTCUSD,2019-10-10D12:00:00.000000000,8622.78,8631.79,8492.17,8556.01,1372.818
BTCUSD,2019-10-10D16:00:00.000000000,8556.01,8576.01,8452.5,8561.49,1627.768
BTCUSD,2019-10-10D20:00:00.000000000,8561,8595,8515,8579.76,1334.294
BTCUSD,2019-10-11D00:00:00.000000000,8579.76,8614.59,8550,8587.5,1243.585
BTCUSD,2019-10-11D04:00:00.000000000,8587.49,8596.01,8512,8579.99,1212.821
BTCUSD,2019-10-11D08:00:00.000000000,8579.99,8826,8366.72,8396.2,5236.733
BTCUSD,2019-10-11D12:00:00.000000000,8393.99,8394.56,8286,8310,1784.324
BTCUSD,2019-10-11D16:00:00.000000000,8310.01,8364.8,8284.82,8351.99,1525.194
BTCUSD,2019-10-11D20:00:00.000000000,8351.99,8370.97,8287.1,8349.99,1394.593
BTCUSD,2019-10-12D00:00:00.000000000,8349.99,8370,8226,8267.33,1293.534
BTCUSD,2019-10-12D04:00:00.000000000,8263.02,8334.73,8261.46,8317.39,495.0252
BTCUSD,2019-10-12D08:00:00.000000000,8317.39,8364,8315.31,8348.24,327.3885
BTCUSD,2019-10-12D12:00:00.000000000,8348.24,8375.05,8301.5,8327.5,285.6963
BTCUSD,2019-10-12D16:00:00.000000000,8327.5,8425,8317.65,8387.63,804.4239
