sym,time,open,high,low,close,volume
BTCUSD,2019-01-24D00:00:00.000000000,3609.75,3765.9,3425,3553.01,52667.56
BTCUSD,2019-01-31D00:00:00.000000000,3553.01,3657.76,3337.87,3437.55,53542.01
BTCUSD,2019-02-07D00:00:00.000000000,3437.55,3483.25,3340.8,3367.36,47050.59
BTCUSD,2019-02-14D00:00:00.000000000,3366.01,3711,3344,3576.69,61028.95
BTCUSD,2019-02-21D00:00:00.000000000,3576.69,3969.54,3535.1,3938.99,64857.37
BTCUSD,2019-02-28D00:00:00.000000000,3938.99,4188.79,3655,3799.91,69842.76
BTCUSD,2019-03-07D00:00:00.000000000,3800.35,3910,3672.39,3851.89,49027.64
BTCUSD,2019-03-14D00:00:00.000000000,3851.89,3947.33,3771,3851.02,44401.6
BTCUSD,2019-03-21D00:00:00.000000000,3851.02,4044.82,3779.28,4031.85,43888.8
BTCUSD,2019-03-28D00:00:00.000000000,4032.68,4056.33,3858,4026.53,38662.72
BTCUSD,2019-04-04D00:00:00.000000000,4026.54,5345,3994,4975.97,110625.9
BTCUSD,2019-04-11D00:00:00.000000000,4975.13,5488,4778,5318.58,93752.66
BTCUSD,2019-04-18D00:00:00.000000000,5322.02,5342.74,4901.99,5227,61413.08
BTCUSD,2019-04-25D00:00:00.000000000,5227,5650,5196.7,5441.9,71679.28
BTCUSD,2019-05-02D00:00:00.000000000,5440.59,5512.12,4963,5321.15,63635.96
BTCUSD,2019-05-09D00:00:00.000000000,5321.15,5990,5306.09,5948.41,81391.25
BTCUSD,2019-05-16D00:00:00.000000000,5947,8350,5934.49,8203.32,223808.5
BTCUSD,2019-05-23D00:00:00.000000000,8203.33,8388,6600,7626.48,155485.3
BTCUSD,2019-05-30D00:00:00.000000000,7622.25,8947.88,7467.11,8662.44,89854.47
BTCUSD,2019-06-06D00:00:00.000000000,8662.44,9090,7427,7789.48,110460.2
BTCUSD,2019-06-13D00:00:00.000000000,7787.36,8290,7450,8176.02,64348.08
BTCUSD,2019-06-20D00:00:00.000000000,8176.03,9475,8048.75,9277.55,93787.75
BTCUSD,2019-06-27D00:00:00.000000000,9277.55,13868.44,9210.3,12927.44,188339.6
BTCUSD,2019-07-04D00:00:00.000000000,12927.44,13358.68,9651,11976.42,266575.1
BTCUSD,2019-07-11D00:00:00.000000000,11976.01,13200.37,10761.8,12097.96,143795
BTCUSD,2019-07-18D00:00:00.000000000,12097.48,12097.93,9071,9696.31,191197.8
BTCUSD,2019-07-25D00:00:00.000000000,9696.39,11112.31,9291,9772.6,123158.4
BTCUSD,2019-08-01D00:00:00.000000000,9772.59,10245,9108.88,10087.3,78006.41
BTCUSD,2019-08-08D00:00:00.000000000,10089.97,12320.4,9881,11975.03,111718.4
BTCUSD,2019-08-15D00:00:00.000000000,11983.41,12050,9895,10025.86,84503.42
BTCUSD,2019-08-22D00:00:00.000000000,10021.13,10953,9470,10130,92961.43
BTCUSD,2019-08-29D00:00:00.000000000,10133.34,10680,9522.93,9714.31,68337.89
BTCUSD,2019-09-05D00:00:00.000000000,9714.01,10833.14,9321.73,10581.84,69485.31
BTCUSD,2019-09-12D00:00:00.000000000,10581.84,10939.34,9851.97,10160.2,57412.1
BTCUSD,2019-09-19D00:00:00.000000000,10158.81,10460,10040,10155.26,40881.54
BTCUSD,2019-09-26D00:00:00.000000000,10156.22,10379.15,8159.35,8438.35,104667.8
BTCUSD,2019-10-03D00:00:00.000000000,8438.35,8535,7701,8381.72,94223.01
BTCUSD,2019-10-10D00:00:00.000000000,8381.72,8712.45,7762.35,8590,58514.59
BTCUSD,2019-10-17D00:00:00.000000000,8590.01,8826,7908.86,7993.54,50812.79
BTCUSD,2019-10-24D00:00:00.000000000,7995.81,8349.84,7296.44,7474.85,54299.23
BTCUSD,2019-10-31D00:00:00.000000000,7475.54,10540.49,7359.48,9164.44,147323
BTCUSD,2019-11-07D00:00:00.000000000,9164.45,9600,8950,9341.27,47728.64
BTCUSD,2019-11-14D00:00:00.000000000,9341.27,9375.16,8556.56,8758.34,46921.15
BTCUSD,2019-11-21D00:00:00.000000000,8758.34,8784.61,7980.07,8082.96,45540.9
BTCUSD,2019-11-28D00:00:00.000000000,8082.97,8114.97,6775.47,7139.25,41355.75
