sym,time,open,high,low,close,volume
BTCUSD,2019-12-13D11:30:00.000000000,7210.72,7215,7210.11,7213.84,14.47465
BTCUSD,2019-12-13D11:45:00.000000000,7213.83,7216.6,7213.83,7216.6,18.96551
BTCUSD,2019-12-13D12:00:00.000000000,7217,7227,7212.99,7212.99,33.03375
BTCUSD,2019-12-13D12:15:00.000000000,7211.45,7211.45,7194.34,7206,37.79825
BTCUSD,2019-12-13D12:30:00.000000000,7205.14,7208.75,7200.25,7204.37,28.31463
BTCUSD,2019-12-13D12:45:00.000000000,7204.37,7212.76,7204.36,7210.95,91.44618
BTCUSD,2019-12-13D13:00:00.000000000,7210.94,7224.84,7207,7223.56,66.6485
BTCUSD,2019-12-13D13:15:00.000000000,7221.7,7223.93,7215.62,7222.34,39.66649
BTCUSD,2019-12-13D13:30:00.000000000,7222.35,7226.97,7215.61,7217.5,33.70103
BTCUSD,2019-12-13D13:45:00.000000000,7217.5,7228,7217.49,7227.04,54.19722
BTCUSD,2019-12-13D14:00:00.000000000,7227.05,7232,7227,7229.22,49.83282
BTCUSD,2019-12-13D14:15:00.000000000,7229.22,7230.92,7219.12,7225.49,56.02257
BTCUSD,2019-12-13D14:30:00.000000000,7225.49,7225.49,7212.68,7221.95,193.1278
BTCUSD,2019-12-13D14:45:00.000000000,7221.95,7225,7218.64,7222.66,60.71255
BTCUSD,2019-12-13D15:00:00.000000000,7222.66,7225,7218.39,7223.24,37.71587
BTCUSD,2019-12-13D15:15:00.000000000,7223.23,7238.63,7220.74,7232.57,130.9215
BTCUSD,2019-12-13D15:30:00.000000000,7232.56,7249.99,7228.41,7241.63,96.56847
BTCUSD,2019-12-13D15:45:00.000000000,7241.63,7255,7233.64,7235.09,113.4522
BTCUSD,2019-12-13D16:00:00.000000000,7235.09,7251.96,7235.08,7245.63,40.2642
BTCUSD,2019-12-13D16:15:00.000000000,7245.63,7262.08,7243.41,7255,104.0418
BTCUSD,2019-12-13D16:30:00.000000000,7255.01,7278.86,7252,7270.56,156.3701
BTCUSD,2019-12-13D16:45:00.000000000,7270.55,7299.21,7264.07,7279.97,209.5116
BTCUSD,2019-12-13D17:00:00.000000000,7279.97,7281.2,7271,7274.74,76.83248
BTCUSD,2019-12-13D17:15:00.000000000,7274.74,7289.11,7258.59,7261.8,120.6396
BTCUSD,2019-12-13D17:30:00.000000000,7260.94,7269.71,7253.79,7264.91,30.91751
BTCUSD,2019-12-13D17:45:00.000000000,7264.9,7269.71,7259.67,7267.87,54.03116
BTCUSD,2019-12-13D18:00:00.000000000,7267.86,7273.28,7261.93,7268.89,109.4803
BTCUSD,2019-12-13D18:15:00.000000000,7269.11,7277.5,7269.11,7276.92,58.3982
BTCUSD,2019-12-13D18:30:00.000000000,7276.93,7276.93,7260.27,7269.57,107.6209
